code	category	description	parent_code	general
V04.91	V04	Pedestrian on roller-skates injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident	V04.9	t
V90.04	V90	Drowning and submersion due to sailboat overturning	V90.0	f
V04.92	V04	Pedestrian on skateboard injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident	V04.9	t
V04.93	V04	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident	V04.9	t
V04.931	V04	Pedestrian on standing electric scooter injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident	V04.93	t
V04.938	V04	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident	V04.93	t
V04.99	V04	Pedestrian with other conveyance injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident	V04.9	t
V05	V05	Pedestrian injured in collision with railway train or railway vehicle		f
V05.0	V05	Pedestrian injured in collision with railway train or railway vehicle in nontraffic accident	V05	f
V05.00	V05	Pedestrian on foot injured in collision with railway train or railway vehicle in nontraffic accident	V05.0	f
V05.01	V05	Pedestrian on roller-skates injured in collision with railway train or railway vehicle in nontraffic accident	V05.0	f
V05.02	V05	Pedestrian on skateboard injured in collision with railway train or railway vehicle in nontraffic accident	V05.0	f
V05.03	V05	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident	V05.0	f
V05.031	V05	Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in nontraffic accident	V05.03	f
V05.038	V05	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in nontraffic accident	V05.03	f
V05.09	V05	Pedestrian with other conveyance injured in collision with railway train or railway vehicle in nontraffic accident	V05.0	f
V05.1	V05	Pedestrian injured in collision with railway train or railway vehicle in traffic accident	V05	f
V05.10	V05	Pedestrian on foot injured in collision with railway train or railway vehicle in traffic accident	V05.1	f
V05.11	V05	Pedestrian on roller-skates injured in collision with railway train or railway vehicle in traffic accident	V05.1	f
V05.12	V05	Pedestrian on skateboard injured in collision with railway train or railway vehicle in traffic accident	V05.1	f
V05.13	V05	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident	V05.1	f
V05.131	V05	Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle in traffic accident	V05.13	f
V05.138	V05	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle in traffic accident	V05.13	f
V05.19	V05	Pedestrian with other conveyance injured in collision with railway train or railway vehicle in traffic accident	V05.1	f
V05.9	V05	Pedestrian injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05	t
V05.90	V05	Pedestrian on foot injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.9	t
V05.91	V05	Pedestrian on roller-skates injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.9	t
V05.92	V05	Pedestrian on skateboard injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.9	t
V05.93	V05	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.9	t
V05.931	V05	Pedestrian on standing electric scooter injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.93	t
V05.938	V05	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.93	t
V05.99	V05	Pedestrian with other conveyance injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident	V05.9	t
V06	V06	Pedestrian injured in collision with other nonmotor vehicle		f
V06.0	V06	Pedestrian injured in collision with other nonmotor vehicle in nontraffic accident	V06	f
V06.00	V06	Pedestrian on foot injured in collision with other nonmotor vehicle in nontraffic accident	V06.0	f
V06.01	V06	Pedestrian on roller-skates injured in collision with other nonmotor vehicle in nontraffic accident	V06.0	f
V06.02	V06	Pedestrian on skateboard injured in collision with other nonmotor vehicle in nontraffic accident	V06.0	f
V06.03	V06	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident	V06.0	f
V06.031	V06	Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in nontraffic accident	V06.03	f
V06.038	V06	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in nontraffic accident	V06.03	f
V06.09	V06	Pedestrian with other conveyance injured in collision with other nonmotor vehicle in nontraffic accident	V06.0	f
V06.1	V06	Pedestrian injured in collision with other nonmotor vehicle in traffic accident	V06	f
V06.10	V06	Pedestrian on foot injured in collision with other nonmotor vehicle in traffic accident	V06.1	f
V06.11	V06	Pedestrian on roller-skates injured in collision with other nonmotor vehicle in traffic accident	V06.1	f
V06.12	V06	Pedestrian on skateboard injured in collision with other nonmotor vehicle in traffic accident	V06.1	f
V06.13	V06	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident	V06.1	f
V06.131	V06	Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle in traffic accident	V06.13	f
V06.138	V06	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident	V06.13	f
V06.19	V06	Pedestrian with other conveyance injured in collision with other nonmotor vehicle in traffic accident	V06.1	f
V06.9	V06	Pedestrian injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06	t
V06.90	V06	Pedestrian on foot injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.9	t
V06.91	V06	Pedestrian on roller-skates injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.9	t
V06.92	V06	Pedestrian on skateboard injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.9	t
V06.93	V06	Pedestrian on standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.9	t
V06.931	V06	Pedestrian on standing electric scooter injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.93	t
V06.938	V06	Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.93	t
V06.99	V06	Pedestrian with other conveyance injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident	V06.9	t
V09	V09	Pedestrian injured in other and unspecified transport accidents		f
V09.0	V09	Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles	V09	t
V09.00	V09	Pedestrian injured in nontraffic accident involving unspecified motor vehicles	V09.0	t
V09.01	V09	Pedestrian injured in nontraffic accident involving military vehicle	V09.0	f
V09.09	V09	Pedestrian injured in nontraffic accident involving other motor vehicles	V09.0	f
V09.1	V09	Pedestrian injured in unspecified nontraffic accident	V09	t
V09.2	V09	Pedestrian injured in traffic accident involving other and unspecified motor vehicles	V09	t
V09.20	V09	Pedestrian injured in traffic accident involving unspecified motor vehicles	V09.2	t
V09.21	V09	Pedestrian injured in traffic accident involving military vehicle	V09.2	f
V09.29	V09	Pedestrian injured in traffic accident involving other motor vehicles	V09.2	f
V09.3	V09	Pedestrian injured in unspecified traffic accident	V09	t
V09.9	V09	Pedestrian injured in unspecified transport accident	V09	t
V10	V10	Pedal cycle rider injured in collision with pedestrian or animal		f
V10.0	V10	Pedal cycle driver injured in collision with pedestrian or animal in nontraffic accident	V10	f
V10.1	V10	Pedal cycle passenger injured in collision with pedestrian or animal in nontraffic accident	V10	f
V10.2	V10	Unspecified pedal cyclist injured in collision with pedestrian or animal in nontraffic accident	V10	t
V10.3	V10	Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal	V10	f
V10.4	V10	Pedal cycle driver injured in collision with pedestrian or animal in traffic accident	V10	f
V10.5	V10	Pedal cycle passenger injured in collision with pedestrian or animal in traffic accident	V10	f
V10.9	V10	Unspecified pedal cyclist injured in collision with pedestrian or animal in traffic accident	V10	t
V11	V11	Pedal cycle rider injured in collision with other pedal cycle		f
V11.0	V11	Pedal cycle driver injured in collision with other pedal cycle in nontraffic accident	V11	f
V11.1	V11	Pedal cycle passenger injured in collision with other pedal cycle in nontraffic accident	V11	f
V11.2	V11	Unspecified pedal cyclist injured in collision with other pedal cycle in nontraffic accident	V11	t
V11.3	V11	Person boarding or alighting a pedal cycle injured in collision with other pedal cycle	V11	f
V11.4	V11	Pedal cycle driver injured in collision with other pedal cycle in traffic accident	V11	f
V11.5	V11	Pedal cycle passenger injured in collision with other pedal cycle in traffic accident	V11	f
V11.9	V11	Unspecified pedal cyclist injured in collision with other pedal cycle in traffic accident	V11	t
V12	V12	Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle		f
V12.0	V12	Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident	V12	f
V12.1	V12	Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident	V12	f
V12.2	V12	Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident	V12	t
V12.3	V12	Person boarding or alighting a pedal cycle injured in collision with two- or three-wheeled motor vehicle	V12	f
V12.4	V12	Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident	V12	f
V12.5	V12	Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in traffic accident	V12	f
V12.9	V12	Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in traffic accident	V12	t
V13	V13	Pedal cycle rider injured in collision with car, pick-up truck or van		f
V13.0	V13	Pedal cycle driver injured in collision with car, pick-up truck or van in nontraffic accident	V13	f
V13.1	V13	Pedal cycle passenger injured in collision with car, pick-up truck or van in nontraffic accident	V13	f
V13.2	V13	Unspecified pedal cyclist injured in collision with car, pick-up truck or van in nontraffic accident	V13	t
V13.3	V13	Person boarding or alighting a pedal cycle injured in collision with car, pick-up truck or van	V13	f
V13.4	V13	Pedal cycle driver injured in collision with car, pick-up truck or van in traffic accident	V13	f
V13.5	V13	Pedal cycle passenger injured in collision with car, pick-up truck or van in traffic accident	V13	f
V13.9	V13	Unspecified pedal cyclist injured in collision with car, pick-up truck or van in traffic accident	V13	t
V14	V14	Pedal cycle rider injured in collision with heavy transport vehicle or bus		f
V14.0	V14	Pedal cycle driver injured in collision with heavy transport vehicle or bus in nontraffic accident	V14	f
V14.1	V14	Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident	V14	f
V14.2	V14	Unspecified pedal cyclist injured in collision with heavy transport vehicle or bus in nontraffic accident	V14	t
V14.3	V14	Person boarding or alighting a pedal cycle injured in collision with heavy transport vehicle or bus	V14	f
V14.4	V14	Pedal cycle driver injured in collision with heavy transport vehicle or bus in traffic accident	V14	f
V14.5	V14	Pedal cycle passenger injured in collision with heavy transport vehicle or bus in traffic accident	V14	f
V15	V15	Pedal cycle rider injured in collision with railway train or railway vehicle		f
V15.0	V15	Pedal cycle driver injured in collision with railway train or railway vehicle in nontraffic accident	V15	f
V15.1	V15	Pedal cycle passenger injured in collision with railway train or railway vehicle in nontraffic accident	V15	f
