licence_number	name	licensee	address	pharmacies_types	town	expiry_date	
P01-P1731-2024	THOSHECK PHARMACY - MURAMBINDA	THOSHECK PHARMACY (PVT) LTD	STAND NO. 367	Pharmacy in any other location	MURAMBINDA	03/31/2025	
P01-P1224-2024	TICHAZ PHARMACY	TICHAZ PHARMACY (PVT) LTD	9515 TICHAGARIKA S/CENT. GLENVIEW 3	Pharmacy in any other location	HARARE	02/28/2025	
I02-P0192-2023	TIGER REEF MINE	HOMESTAKE MINING AND TECHNICAL SERVICES	P.O. BOX 713	Clinics: Class B	KWEKWE	09/30/2024	
I02-P0172-2023	TINGAMIRA TEA ESTATE CLINIC	TANGANDA TEA ESTATE	TINGAMIRA TEA ESTATE	Clinics: Class B	CHIPINGE	09/30/2024	
P01-P1854-2024	TK PHARMACY - MAKONI	HEMABEN INVESTMENTS (PVT) LTD	16069 UNIT G SEKE	Pharmacy in any other location	CHITUNGWIZA	09/30/2025	
P01-P1572-2024	TK PHARMACY - ZENGEZA	HEMABEN INVESTMENTS (PVT) LTD	19331 ZENGEZA 4	Pharmacy in any other location	CHITUNGWIZA	09/30/2025	
P06-P1918-2024	TLC PHARMACY	MEDICLINFAM (PVT) LTD	5513/15 TURF BUSINESS CENTRE	Pharmacy in rural area	NGEZI	04/30/2025	
I02-P0139-2023	TOBACCO PROCESSORS CLINIC	TOBACCO PROCESSORS ZIMBABWE P/L	S. MAZORODZE/AUCKLAND RD	Clinics: Class B	HARARE	09/30/2024	
P01-P1743-2024	TOP HEALTH PHARMACY	TOP HEALTH PHARMACY	25352 UPFRONT ROAD	Pharmacy in any other location	RUWA	02/28/2025	
P05-P1897-2024	TOPCARE PHARMACY	TOPCARE PHARMACY (PVT) LTD	SHOP 28 EASTGATE MARKET	Pharmacy located in the CBD	HARARE	02/28/2025	
P01-P1146-2024	TOPCARE PHARMACY - GLETWYN	TOPCARE (PVT) LTD	2061 GLETYWYN RD GLETWYN	Pharmacy in any other location	HARARE	02/28/2025	
P05-P1376-2024	TOTAL - MED PHARMACY	TARIRO PHARMACY (PBC)	499A CNR R. MUGABE & CAMERON ST	Pharmacy located in the CBD	HARARE	12/31/2025	
P01-P2015-2024	TOTAL CARE PHARMACY -GUTU	SERVANT PHARMACEUTICALS	STAND 4255 MPANDAWANA	Pharmacy in any other location	GUTU	02/28/2025	
P01-P1278-2024	TOTAL HEALTH PHARMACY	ISHPRO ENTERPRISES (PVT) LTD	STAND 4137	Pharmacy in any other location	GOKWE	10/31/2025	
P01-P1911-2024	TRANSMED PHARMACY	YOBCORE INVESTMENTS (PVT) LTD	6 CNR J. CHINAMANO ST/MAZOWE ST	Pharmacy in any other location	HARARE	07/31/2025	
W01-P0185-2024	TRANSPHARM PHARMACEUTICALS	TRANSPHARM PHAEMACEUTICALS (PVT) LTD	1 JASON MOYO KOPJE PLAZA BUILDING	Wholesalers	HARARE	05/31/2025	
P01-P1416-2024	TRINITY PHARMACY	OHSOLON ENTERPRISES (PVT) LTD	STAND N0 11798 HATCLIFFE EXTENSION	Pharmacy in any other location	HARARE	08/31/2025	
P01-P1371-2024	TRINITY PHARMACY	TRINITY PHARMACY (PVT) LTD	113 MBUYA NEHANDA STRET	Pharmacy in any other location	HARARE	08/31/2025	
P05-P1414-2024	TRINITY PHARMACY	OHSOLON ENTERPRISES (PVT) LTD	STD A\19 67A FORT ST 5TH\6TH AVE	Pharmacy located in the CBD	BULAWAYO	12/31/2025	
P05-P1600-2024	TRINITY PHARMACY	TRINITY PHARMACY (PVT) LTD	SHOP 5 CNR J. MOYO/10TH AVE	Pharmacy located in the CBD	BULAWAYO	04/30/2025	
P05-P1599-2024	TRINITY PHARMACY	OHSOLON ENTERPRISES (PVT) LTD	"SHOP 4, MUKEWA BUILDING,"	Pharmacy located in the CBD	KWEKWE	12/31/2025	
P01-P1225-2024	TRINITY PHARMACY	TRINITY PHARMACY (PVT) LTD	109 J. CHINAMANO AVENUE	Pharmacy in any other location	HARARE	10/31/2025	
P01-P1373-2024	TRINITY PHARMACY	TRINITY PHARMACY (PVT) LTD	SHOP NO. 4 NEW BLOCK RUWA S/CENTRE	Pharmacy in any other location	RUWA	08/31/2025	
P01-P1267-2024	TRINITY PHARMACY	OHSOLON ENTERPRISES (PVT) LTD	103 THE CHASE	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1667-2024	TRINITY PHARMACY	TRINITY PHARMACY	STAND 23 CNR CARRICK CREAGH & GAYDON ROAD	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1618-2024	TRINITY PHARMACY	OHSOLON ENTERPRISES (PVT) LTD	18311 CHIREMBA ROAD BJ SOUTHGATE MALL	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1290-2024	TRINITY PHARMACY	OHSOLON ENTERPRISES (PVT) LTD	"119 GREENCROFT SHOPS, LOMAGUNDI ROAD"	Pharmacy in any other location	HARARE	02/28/2025	
P05-P1369-2024	TRINITY PHARMACY - KARIGAMOMBE	TRINITY PHARMACY (PVT) LTD	"SHOP 2 KARIGAMOMBE ARCADE, 53 S.MACHEL AVENUE"	Pharmacy located in the CBD	HARARE	05/31/2025	
P05-P1605-2024	TRINITY PHARMACY - VICTORIA FALLS	TRINITY PHARMACY (PVT) LTD	SHOP 22 SAWANGA MALL. STD 1865A CHINOTIMBA	Pharmacy located in the CBD	VIC FALLS	09/30/2025	
P05-P1606-2024	TRINITY PHARMACY-BULAWAYO	TRINITY PHARMACY (PVT) LTD	STAND 245 SHOP 83 R. MUGABE WAY	Pharmacy located in the CBD	BULAWAYO	03/31/2025	
P01-P1608-2024	TRINITY PHARMACY-HELENSVALE BRANCH	TRINITY PHARMACY (PVT) LTD	"3/25 KUGONACHETE S/C, HELENSVALE"	Pharmacy in any other location	HARARE	02/28/2025	
I02-P0062-2023	TROJAN NICKEL MINE CLINIC	TROJAN NICKEL MINE LIMITED	TROJAN NICKEL MINE BOX 35	Clinics: Class B	BINDURA	09/30/2024	
P01-P1853-2024	TROPICAL PHARMACY	SPACEPORT INVESTMENTS (PVT) LTD	21176 (PLOT 1) MUSIKA ST RUJEKO A	Pharmacy in any other location	MASVINGO	10/31/2025	
P01-P1914-2024	TRUEWAY PHARMACY	UNOCANE INVESTMENTS (PVT) LTD	"5621, KUWADZANA 7"	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1614-2024	TRUSTCARE PHARMACY	CLASSIC OFFER INVESTMENTS (PVT) LTD	STD 236 SHOP 12 OLD MUTUAL CENTRE	Pharmacy in any other location	BULAWAYO	07/31/2025	
P01-P1428-2024	TRUSTCARE PHARMACY	CLASSIC OFFER INVESTMENTS	SHOP 11 ENTUMBANE COMPLEX	Pharmacy in any other location	BULAWAYO	09/30/2025	
P05-P1801-2024	TRUSTCARE PHARMACY	CLASSIC OFFER INVESTMENTS (PVT) LTD	SHOP 4 CARI COURT. JMN NKOMO/ 3RD AVENUE	Pharmacy located in the CBD	BULAWAYO	02/28/2025	
P01-P1333-2024	TRUSTCARE PHARMACY	HARD WORK INVESTMENTS (PVT) LTD	SHOP 33 NKULUMANE S/CENTRE COMPLEX	Pharmacy in any other location	BULAWAYO	12/31/2025	
P01-P1380-2024	TRUSTCARE PHARMACY	CLASSIC OFFER INVESTMENTS (PVT) LTD	STD 1231 LIS MANDAVA	Pharmacy in any other location	ZVISHAVANE	05/31/2025	
P01-P1955-2024	TSANZAGURU PHARMACY	EREBOR PHARMACEUTICALS (PVT) LTD	1825 TSANZAGURU TOWNSHIP	Pharmacy in any other location	RUSAPE	11/30/2025	
P01-P1779-2024	TSHABALALA PHARMACY	LUBONO PHARMACY (PVT) LTD	SHOP 2 PEOPLES MARKET	Pharmacy in any other location	BULAWAYO	07/31/2025	
P01-P1699-2024	TSHOVANI PHARMACY	KRYSTAL CLEAR INCORPORATED P/L	3653 NJONJOLINJO RD	Pharmacy in any other location	CHIREDZI	06/30/2025	
I02-P0222-2024	TURKMINE INDUSTRIAL CLINIC	CASMYN MINING ZIMBABWE (PVT) LTD	TURKMINE	Clinics: Class B	BUBI	04/30/2025	
I02-P0183-2023	TURNALL FIBRE CEMENT	TURNALL FIBRE CEMENT (PVT) LTD	5 GLASGOW RD	Clinics: Class B	HARARE	09/30/2024	
P05-P1773-2024	ULTRACARE PHARMACY	SMARTCHOICE PHARMACEUTICALS (PVT) LTD	56 G. SILUNDIKA	Pharmacy located in the CBD	HARARE	03/31/2025	
P05-P1478-2024	ULTRAMED HEALTH PHARMACY	UZURU HEALTH (PVT) LTD	980 126 KWAME NKRUMA	Pharmacy located in the CBD	HARARE	02/28/2025	
P01-P1590-2024	UMDALA WETHU PHARMACY	UMDALA WETHU PHARMACY	"677A, NKETA DrIVE"	Pharmacy in any other location	BULAWAYO	06/30/2025	
P05-P2002-2024	UNICARE PHARMACY	CASTFARTH (PVT) LTD	SHOP 1 . 90 HARARE STREET	Pharmacy located in the CBD	HARARE	02/28/2025	
I02-P0214-2024	UNIFREIGHT CLINIC	UNIFREIGHT (PVT) LTD	CORNER ORME & WILLOW ROAD	Clinics: Class B	HARARE	09/30/2025	
I02-P0105-2023	UNIFREIGHT LIMITED CLINIC	UNIFREIGHT LIMITED	"3 CHATHAM ROAD, BELMONT"	Clinics: Class B	BULAWAYO	09/30/2025	
I02-P0169-2023	UNILEVER ZIMBABWE	UNILEVER SOUTH EAST AFRICA	WORKINGTON	Clinics: Class B	HARARE	09/30/2024	
P01-P0647-2023	UNIT H PHARMACY	MCSHEPPY PHARMACY (PVT) LTD	STD 32457 SHOP 6 UNIT H	Pharmacy in any other location	CHITUNGWIZA	02/28/2025	
P01-P1221-2024	UNIT H. PHARMACY	WECARE PHARMACY (PVT) LTD	STAND 32457 UNIT H. SEKE	Pharmacy in any other location	CHITUNGWIZA	02/28/2025	
P01-P1746-2024	UNIT L PHARMACY	TATPHARM (PVT) LTD	19791 UNIT L SHOPS SEKE	Pharmacy in any other location	CHITUNGWIZA	12/31/2025	
I04-P0189-2023	UNIVERSITY OF ZIMBABWE CLINIC	UNIVERSITY OF ZIMBABWE	UNIVERSITY OF ZIMBABWE	Clinics: Class D	HARARE	09/30/2024	
P04-P1163-2024	UNIVERSITY OF ZIMBABWE CLINICAL RESEARCH CENTRE (UZ-CRC)	UNIVERSITY OF ZIMBABWE CLINICAL TRIALS RESEARCH CENTRE	"2 ALAN WILSON AVE, BELGRAVIA"	Pharmacies: Research	HARARE	02/28/2025	
I02-P0182-2023	UNKI MINE CLINIC	UNKI MINES (PVT) LTD	"MAKWIKWI VILLAGE, CHIRONDE"	Clinics: Class B	SHURUGWI	09/30/2024	
P01-P0236-2023	URGENT CARE CLINIC PHARMACY	URGENT CARE CLINIC (PVT) LTD	NO 11A LINCOLIN ROAD	Pharmacy in any other location	HARARE	09/30/2025	
P01-P1057-2023	URGENT CARE CLINIC PHARMACY	URGENT CARE CLINIC PHARMACY (PVT) LTD	853 YORK AVENUE	Pharmacy in any other location	BINDURA	02/28/2025	
P01-P1941-2024	UTANO PHARMACY	HEALTHBEAT (PVT) LTD	"STAND NO 6500 SOUTHLEA PARK,"	Pharmacy in any other location	HARARE	07/31/2025	
P04-P1173-2024	UZ-CTRC SEKE SOUTH CRS PHARMACY	UZ-CTRC-CLINICAL TRIAL UNIT	STAND 19188 UNIT L SEKE	Pharmacies: Research	CHITUNGWIZA	08/31/2025	
P04-P1201-2024	UZ-CTRC ZENGEZA CRS PHARMACY	UNIVERSITY OF ZIMB. CLINICAL TRIALS RESEARCH CENT. (UZ-CTRC)	"ZENGEZA 3 POLYCLINIC, CHEUKA ST"	Pharmacies: Research	CHITUNGWIZA	08/31/2025	
W01-P0187-2024	VAITIVE TRADING	VAITIVE TRADING (PVT) LTD	"34 HILLSIDE ROAD EXTENTION, MUKUVISI"	Wholesalers	HARARE	11/30/2025	
W01-P0155-2024	VARICHEM PHARMACEUTICALS-WILLOWVALE	VARICHEM PHARMACEUTICALS (PVT) LTD	215 WILLOWVALE RD	Wholesalers	HARARE	03/31/2025	
W01-P0083-2023	VARYSPRINGS TRADING	VARYSPRINGS PHARMACEUTICALS P/L	SHOP 7 HIGHGLEN SHOPPING CENTER	Wholesalers	HARARE	03/31/2025	
P01-P1907-2024	VASOL PHARMACY	VASOL ENTERPRISES (PVT) LTD	2368 THE ANGWA CENTRE	Pharmacy in any other location	HARARE	06/30/2025	
P05-P1978-2024	VEE FIVE PHARMACY	PERFECT BREED (PVT) LTD	"SHOP NO.2 KEYMAR HOUSE,"	Pharmacy located in the CBD	BULAWAYO	06/30/2025	
P01-P1482-2024	VENUS PHARMACY	NEWLANDS WELLNESS PHARMACY (PVT) LTD	4 CUBA AVENUE MT PLEASANT	Pharmacy in any other location	HARARE	02/28/2025	
W01-P0177-2024	VERISCIE WHOLESALE	VERITATUM SCIENTIAE (PVT) LTD	1ST FLOOR STAND 7098 WESTLEA S/CENTRE	Wholesalers	HARARE	08/31/2025	
W01-P0180-2024	VETERINARY DISTRIBUTORS	VETERINARY DISTRIBUTORS (PVT) LTD	80 KENNETH KAUNDA AVENUE	Wholesalers	HARARE	03/31/2025	
I02-P0146-2023	VICTORIA FALLS HOTEL CLINIC	ZIMBABWE SUN HOTELS (PVT) LTD	1 MALLET DrIVE VICTORIA FALLS HOTEL	Clinics: Class B	VIC FALLS	09/30/2024	
P01-P1879-2024	VICTORIA FALLS PHARMACY	VICTORIA FALLS PHARMACY (PVT) LTD	3 PHUMULA CENTRE PARKWAY DrIVE	Pharmacy in any other location	VIC FALLS	01/31/2025	
W01-P0203-2024	VIDAMAC PHARMACETICALS	VIDAMAC (PVT) LTD	1370 ABMLESIDE RD ASPINDALE	Wholesalers	HARARE	03/31/2025	
P01-P1219-2024	VILLAGE PHARMACY	VILLAGE PHARMACY (PVT) LTD	3 NEW BLOCK 1 SAM LEVYS VILLAGE	Pharmacy in any other location	HARARE	09/30/2025	
P01-P1755-2024	VINE PHARMACY	FIRMWORTH SERVICES (PVT) LTD	4388 CHINOTIMBA	Pharmacy in any other location	VIC FALLS	10/31/2025	
W01-P0201-2024	VITAL MEDICALS	SNEHAL INVESTMENTS (PVT) LTD	"NUMBER 8 SUNNINGHILL BUILDING,"	Wholesalers	BULAWAYO	03/31/2025	
P01-P0977-2023	VITAL EDGE PHARMACY	VITAL EDGE (PVT) LTD	STD 160 AF CENTRAL STORES	Pharmacy in rural area	MHANGURA	02/28/2025	
P01-P1987-2024	VITAL EDGE PHARMACY	VITAL EDGE (PVT0 LTD	STAND 160 AF CENTRAL STORES MHANGURA	Pharmacy in any other location	CHINHOYI	06/30/2025	
P01-P1986-2024	VITALITY PHARMACY	CROWNE INOVATIONS (PVT) LTD	"361 TSVINGWE,"	Pharmacy in any other location	PENHALONGA	07/31/2025	
P05-P1885-2024	VITAMIND PHARMACY	VITAMIND PHARMACY	"FIFE ST, BETWEEN 11TH AND 12TH AVE"	Pharmacy located in the CBD	BULAWAYO	09/30/2025	
P01-P1712-2024	VLERMAG INVESTMENTS	VLERMAG INVESTMENTS (PVT) LTD	SHOP 13 HIGHGLEN	Pharmacy in any other location	HARARE	10/31/2025	
P05-P1695-2024	VLERMAG PHARMACY - EASTGATE	VLERMAG INVESTMENTS (PVT) LTD	SHOP 18 EASTGATE MARKET	Pharmacy located in the CBD	HARARE	02/28/2025	
I02-P0144-2023	VUBACHIKWE MINE CLINIC	FORBES AND THOMPSON (PVT) LTD	VUBACHIKWE MINE COMPLEX	Clinics: Class B	GWANDA	09/30/2024	
P05-P1579-2024	WALNUT PHARMACY	THE BLUE PHARMACY (PVT) LTD	SHOP 2 BRYASTON HSE 9 GEORGE SILUNDIKA	Pharmacy located in the CBD	HARARE	02/28/2025	
P01-P1291-2024	WALVIS WESTLEA PHARMACY	WALVIS WESTLEA PHARMACY (PVT) LTD	7103 WESTLEA SHOPS	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1709-2024	WAP PHARMACARE - MT PLEASANT	WAP PHARMACIES & DISTRIBUTORS (PVT) LTD	SHOP NO 7 NO 40 MT PLEASANT DrIVE MT PLEASANT	Pharmacy in any other location	HARARE	12/31/2025	
P01-P1682-2024	WARREN PARK D PHARMACY	ASHTIN PHARMACY (PVT) LTD	"STD NO 5788, 168TH ST WARREN PARK D"	Pharmacy in any other location	HARARE	10/31/2025	
I04-P0142-2023	WATERSHED COLLEGE CLINIC	WATERSHED COLLEGE	61.5KM PEG OFF MUTARE ROAD	Clinics: Class D	MARONDERA	09/30/2024	
P01-P1894-2024	WATERSHED PHARMACY	WATERSHED PHARMACY (PVT) LTD	274 CHICAGO DrIVE	Pharmacy in any other location	MARONDERA	07/31/2025	
P01-P1670-2024	WATERSHED PHARMACY	WATERSHED PHARMACY (PVT) LTD	246 THE GREEN	Pharmacy in any other location	MARONDERA	12/31/2025	
P01-P1906-2024	WATERSHED PHARMACY	BORRADAILE HOSPITAL	BORRADAILE HOSPITAL	Pharmacy in any other location	MARONDERA	02/28/2025	
P01-P1919-2024	WAYFAM PHARMACY	WAYFAM INVESTMENTS (PVT) LTD	8651 WARTH RD	Pharmacy in any other location	CHIREDZI	04/30/2025	
P05-P1903-2024	WELCOME - CENTRAL PHARMACY	UPYONDER INVESTMENTS (PVT) LTD	SHOP NO. 2C EXCHANGE BUILDING	Pharmacy located in the CBD	BULAWAYO	09/30/2025	
P01-P1671-2024	WELCOME PHARMACY	ANESH INVESTMENTS	"SHOP 1 , 30-11TH AVENUE, STAND 1090"	Pharmacy in any other location	BULAWAYO	09/30/2025	
P01-P1582-2024	WELLCARE PHARMACY	CAWETHY INVESTMENTS (PVT) LTD	"2744 CHIEDZA CRESCENT,"	Pharmacy in any other location	MARONDERA	04/30/2025	
P01-P1140-2024	WESTEND PHARMACY	WEST END PHARMACY (PVT) LTD	13 BAINES AVE	Pharmacy in any other location	HARARE	01/31/2025	
P01-P1569-2024	WESTGATE 24 HRS PHARMACY	WESTGATE PHARMACY (PVT) LTD	22 NORTHWEALD ROAD BLUFFHILL	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1874-2024	WESTWOOD PHARMACY	HEALTH GUARD (PVT) LTD	STAND 251 WESTWOOD DrIVE WESTWOOD	Pharmacy in any other location	HARARE	11/30/2025	
P01-P1395-2024	WHITCHEM PHARMACY	WHITCHEM PHARMACY (PVT) LTD	274 FIFE STR SHOP 2 TSHAKA CENTRE	Pharmacy in any other location	BULAWAYO	05/31/2025	
P01-P1587-2024	WHITCHEM PHARMACY	WHITCHEM PHARMACY (PVT) LTD	62 LIVINGSTONE AVENUE	Pharmacy in any other location	HARARE	08/31/2025	
P05-P1386-2024	WHITCHEM PHARMACY	WHITCHEM PHARMACY (PVT) LTD	3 SOUTH AVENUE CUSTOMs HSE CHARGE OFFICE	Pharmacy located in the CBD	HARARE	07/31/2025	
P01-P1464-2024	WHITE ANGELS PHARMACY	WHITE ANGELS PHARMACY (PVT) LTD	1647 MAINWAY MEADOWS	Pharmacy in any other location	HARARE	06/30/2025	
P01-P1692-2024	WHITECROSS PHARMACY	WHITECROSS PHARMACY (PVT) LTD	"1 BORROWDALE LANE, BORROWDALE"	Pharmacy in any other location	HARARE	06/30/2025	
P01-P1988-2024	WHITEFUR PHARMACY	KUGODA & MHLANGA ENTERPRISES PBC	"NO 65,66 & 67 ZIMBIRU BUS."	Pharmacy in any other location	DOMBOSHAWA	04/30/2025	
P05-P1405-2024	WI-CARE PHARMACY	WI-CARE PHARMACY (PVT) LTD	"SHOP2 & 3, K&K ARCADE,59 FIFTH STREET"	Pharmacy located in the CBD	GWERU	10/31/2025	
P01-P1552-2024	WILLOWVALE PHARMACY	WILLOWVALE PHARMACY (PVT) LTD	SHOP 16 HIGHGLEN S/CENTRE	Pharmacy in any other location	HARARE	02/28/2025	
P01-P1887-2024	WINDSOR PHARMACY	AFRITIDES INVESTMENTS (PVT) LTD	3890 SAN SOUCCI RD OLD WINDSOR	Pharmacy in any other location	RUWA	11/30/2025	
W01-P0198-2024	WMT PHARMACEUTICALS	WMT PHARMACEUTICALS (PVT) LTD	59A STEVEN ROAD BAY NO. 5 MsASA	Wholesalers	HARARE	03/31/2025	
P05-P1520-2024	WORD PHARMACY	MUDZIWEPASI PETMORE	1 KINGSTONES HSE 34 KWAME NKRUMA	Pharmacy located in the CBD	187	02/28/2025	
P01-P1899-2024	YEOVIL PHARMACY	JIMKIK PHARMACEUTICALS (PVT) LTD	"SHOP #5, 33 SIMON MAZORODZE YEOVIL"	Pharmacy in any other location	MUTARE	02/28/2025	
P01-P1555-2024	YOUR PHARMACY	RACHMAX INVESTMENTS (PVT) LTD	57 5TH STREET	Pharmacy in any other location	GWERU	10/31/2025	
P01-P1525-2024	YOUR PHARMACY-MKHOSANA	FIRMWORTH SERVICES (PVT) LTD	5469 MKHOSANA	Pharmacy in any other location	VIC FALLS	02/28/2025	
P01-P1674-2024	YSABEL PHARMACY	YSABEL INVESTMENTS (PVT) LTD	"STAND 3181, MURAMBINDA GROWTH POINT"	Pharmacy in any other location	BUHERA	04/30/2025	
I02-P0151-2023	ZB BANK	FINHOLD LIMITED	ZB BANK ROTTEN ROW COMPLEX	Clinics: Class B	HARARE	09/30/2024	
W01-P0181-2024	ZENITH PHARMCEUTICALS	ZENITH PHARMACEUTICALS (PVT) LTD	LOT 3 STD 385A - 46 BRAEMER AVE NORTHWOOD MT PLEASANT	Wholesalers	HARARE	06/30/2025	
I02-P0084-2023	ZESA HARARE POWER STATION	ZIMBABWE ELECTRICITY SUPPLY AUTH.	6 COVENTRY ROAD	Clinics: Class B	HARARE	09/30/2024	
I02-P0164-2023	ZFC CLINIC	ZFC PVT LTD	1 AMBLESIDE ROAD	Clinics: Class B	HARARE	09/30/2024	
I01-P0103-2023	ZIMASCO INDUSTRIAL CLINIC	ZIMASCO (PVT) LTD	1 BIRMINGHAM RD	Clinics: Class A	KWEKWE	09/30/2024	
I02-P0063-2023	ZIMASCO MIDDLE & NORTH DYKE CLINIC	ZIMASCO (PVT) LTD	ZIMASCO MUTORASHANGA OFF ETHEL RD	Clinics: Class B	MUTORASHANGA	09/30/2024	
I02-P0132-2023	ZIMBABWE ALLOYS CLINIC-GWERU	ZIMBABWE ALLOYS LIMITED	1899 BRISTOL ROAD HEAVY SITE	Clinics: Class B	GWERU	09/30/2024	
I02-P0166-2023	ZIMBABWE CONSOLIDATED DIAMOND COMPANY PORTAL Q CLINIC	ZIMBABWE CONSOLIDATED DIAMOND COMPANY	MARANGE DIAMONDS FIELDS	Clinics: Class B	CHIYADZWA	09/30/2024	
I04-P0176-2023	ZIMBABWE EZEKIEL GUTI UNIVERSITY	ZIMBABWE EZEKIEL GUTI UNIVERSITY	STD 1901 BARASSIE RD	Clinics: Class D	BINDURA	09/30/2024	
I02-P0096-2023	ZIMBABWE PHOSPHATE CLINIC	ZIMBABWE PHOSPHATE INDUSTRIES	OFF MUTARE ROAD	Clinics: Class C	HARARE	09/30/2024	
I02-P0080-2023	ZIMBABWE PLATINUM MINES	NGEZI MINE TRAUMA CENTRE	NGEZI MINE	Clinics: Class B	SELOUS	09/30/2024	
I02-P0211-2024	ZIMBABWE POWER COMPANY	ZIMBABWE ELECTRICITY SUPPLY AUTH.	HWANGE POWER STATION	Clinics: Class B	HWANGE	09/30/2024	
I02-P0085-2023	ZIMPLATS	SELOUS METALLURGICAL COMPLEX	MAKWIRO ROAD	Clinics: Class B	SELOUS	09/30/2024	
W01-P0158-2024	ZIMVET	ZIMVET (PVT) LTD	15 HUXTON ROAD WATERFALL	Wholesalers	HARARE	09/30/2025	
I02-P0200-2024	ZONA CLINIC	TANGANDA TEA COMPANY	ZONA ESTATE	Clinics: Class B	CHIPINGE	09/30/2025	
W01-P0089-2023	ZORWAY INTERNATIONAL	ZORWAY INTERNATION P/L	14774 CHIWARA RD OFF COVENTRY RD WORKINGTON	Wholesalers	HARARE	03/31/2025	
I02-P0165-2023	ZPC BULAWAYO POWER STATION CLINIC	ZIMBABWE POWER COMPANY (PVT) LTD	CNR KHAMI ROAD / LOBENGULA STREET	Clinics: Class B	BULAWAYO	09/30/2024	
I02-P0177-2023	ZPC MUNYATI CLINIC	ZPC MUNYATI CLINIC	"MUNYATI POWER STATION , MUNYATI"	Clinics: Class C	KWEKWE	09/30/2024	
P06-P1468-2024	ZVIMBA PHARMACY	BREENYMART (PVT) LTD	67 MUROMBEDZI	Pharmacy in any other location	ZVIMBA	07/31/2025	
P05-P1342-2024	ZVISHAVANE PHARMACY	ESSENTIAL HEALTHCARE (PVT) LTD	21 KATAZA ROAD	Pharmacy located in the CBD	ZVISHAVANE	05/31/2025	
P01-P1634-2024	ZVISHAVANE TRAUMA CENTRE PHARMACY	ZVISHAVANE TRAUMA CENTRE (PVT) LTD	60 ROBERT MUGABE WAY	Pharmacy in any other location	ZVISHAVANE	08/31/2025	
